"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUR ($/MWh)","HLCU ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","06 Dec 2018","1","105.21","105.12","0.35","-1.00","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","2","101.28","101.01","0.18","-0.65","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","3","101.06","100.82","0.23","-0.73","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","4","97.90","97.65","0.23","-0.72","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","5","92.66","92.46","0.24","-0.78","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","6","88.42","87.96","0.23","-0.51","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","7","87.49","86.94","0.23","-0.42","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","8","86.04","85.68","0.17","-0.56","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","9","87.89","88.34","0.17","-1.36","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","10","88.35","88.43","0.17","-0.99","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","11","92.42","92.48","0.23","-1.04","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","12","100.96","100.58","0.37","-0.73","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","13","101.51","101.04","0.31","-0.58","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","14","105.17","105.11","0.31","-0.99","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","15","98.58","98.31","0.48","-0.96","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","16","104.33","104.02","0.79","-1.22","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","17","108.31","108.77","0.77","-1.97","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","18","112.25","112.85","0.50","-1.85","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","19","114.12","114.33","0.47","-1.42","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","20","118.49","118.57","0.54","-1.36","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","21","122.32","122.54","0.57","-1.53","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","22","122.69","123.05","0.54","-1.64","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","23","118.40","118.86","0.47","-1.67","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","24","114.05","114.80","0.34","-1.83","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","25","113.48","114.05","0.34","-1.65","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","26","114.21","114.80","0.34","-1.67","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","27","118.28","118.87","0.34","-1.67","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","28","122.61","122.57","0.46","-1.16","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","29","119.01","118.89","0.39","-1.01","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","30","114.71","114.65","0.34","-1.02","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","31","113.72","113.88","0.34","-1.24","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","32","112.42","112.86","0.34","-1.52","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","33","113.40","113.87","0.38","-1.59","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","34","113.18","113.88","0.40","-1.85","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","35","110.33","111.01","0.38","-1.80","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","36","108.16","108.73","0.42","-1.73","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","37","107.51","107.94","0.43","-1.60","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","38","110.17","110.92","0.47","-1.97","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","39","111.17","111.01","0.43","-1.01","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","40","109.63","109.98","0.38","-1.47","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","41","110.82","111.01","0.39","-1.32","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","42","112.69","112.83","0.32","-1.20","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","43","113.04","114.03","0.36","-2.10","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","44","104.75","104.73","0.32","-1.04","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","45","105.42","105.86","0.37","-1.55","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","46","109.37","109.39","0.36","-1.13","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","47","114.31","114.61","0.35","-1.39","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","06 Dec 2018","48","109.45","109.36","0.33","-0.98","0.00","0.21","0.3016","0.0033","0.2276"
"WEP","07 Dec 2018","1","105.82","106.10","0.20","-1.23","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","2","103.15","103.12","0.24","-0.96","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","3","101.08","100.90","0.27","-0.83","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","4","98.48","98.31","0.23","-0.80","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","5","93.01","92.61","0.29","-0.63","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","6","92.35","91.49","0.24","-0.13","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","7","91.62","91.27","0.23","-0.63","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","8","91.55","91.05","0.23","-0.47","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","9","91.67","91.31","0.23","-0.61","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","10","91.84","91.59","0.23","-0.72","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","11","93.95","93.63","0.28","-0.70","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","12","101.51","100.89","0.39","-0.52","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","13","101.30","100.94","0.31","-0.70","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","14","104.47","104.28","0.31","-0.87","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","15","108.81","108.33","0.71","-0.98","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","16","110.89","110.75","0.53","-1.13","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","17","113.00","113.04","0.60","-1.38","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","18","110.07","110.02","0.51","-1.20","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","19","109.63","110.00","0.40","-1.51","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","20","112.77","112.95","0.42","-1.35","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","21","114.94","114.80","0.44","-1.04","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","22","115.62","115.63","0.42","-1.18","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","23","114.95","114.82","0.41","-1.02","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","24","113.92","114.02","0.34","-1.19","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","25","112.62","112.87","0.35","-1.34","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","26","109.91","110.02","0.32","-1.18","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","27","113.52","113.90","0.30","-1.42","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","28","133.67","133.48","0.61","-1.17","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","29","114.54","114.61","0.35","-1.17","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","30","113.74","113.90","0.34","-1.24","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","31","112.81","113.05","0.31","-1.30","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","32","112.76","112.97","0.31","-1.26","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","33","108.26","108.67","0.23","-1.39","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","34","105.12","105.73","0.25","-1.60","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","35","104.22","104.97","0.26","-1.75","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","36","102.09","102.63","0.24","-1.53","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","37","96.18","96.31","0.22","-1.09","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","38","101.60","101.80","0.23","-1.17","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","39","104.68","104.55","0.39","-1.00","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","40","103.09","103.41","0.41","-1.47","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","41","103.33","103.42","0.41","-1.24","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","42","103.18","103.51","0.27","-1.35","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","43","97.98","98.50","0.32","-1.58","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","44","93.52","93.43","0.48","-1.13","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","45","91.24","90.88","0.43","-0.81","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","46","89.18","88.80","0.41","-0.78","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","47","89.68","89.40","0.38","-0.84","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","07 Dec 2018","48","88.73","88.52","0.37","-0.90","0.00","0.21","0.3016","0.0033","0.2288"
"WEP","08 Dec 2018","1","90.16","89.68","0.07","-0.35","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","2","88.26","88.00","0.02","-0.51","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","3","86.60","86.12","0.02","-0.30","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","4","85.82","85.70","0.02","-0.66","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","5","83.94","84.05","0.02","-0.89","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","6","82.88","82.68","0.17","-0.72","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","7","83.37","82.66","0.17","-0.22","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","8","82.90","82.57","0.17","-0.60","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","9","83.07","82.56","0.17","-0.42","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","10","82.80","82.58","0.17","-0.71","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","11","83.52","82.65","0.18","-0.06","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","12","84.71","84.05","0.39","-0.49","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","13","85.52","85.69","0.48","-1.41","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","14","86.36","85.83","0.48","-0.71","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","15","86.33","85.77","0.26","-0.46","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","16","90.13","89.82","0.27","-0.72","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","17","91.25","91.15","0.29","-0.95","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","18","91.76","91.70","0.30","-1.00","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","19","101.57","101.04","0.41","-0.64","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","20","103.89","103.73","0.43","-1.03","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","21","104.48","104.45","0.36","-1.09","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","22","108.66","108.56","0.38","-1.04","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","23","107.97","108.10","0.32","-1.21","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","24","104.34","104.29","0.24","-0.94","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","25","103.58","103.84","0.25","-1.26","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","26","102.92","103.30","0.24","-1.38","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","27","103.32","103.28","0.24","-0.95","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","28","103.59","103.28","0.30","-0.75","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","29","101.31","101.65","0.25","-1.35","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","30","99.30","99.64","0.25","-1.34","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","31","99.43","99.64","0.23","-1.19","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","32","98.09","98.12","0.24","-1.03","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","33","97.50","97.12","0.19","-0.57","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","34","102.34","101.72","0.39","-0.53","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","35","108.68","108.91","0.43","-1.41","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","36","108.02","107.82","0.47","-1.03","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","37","110.72","110.36","0.47","-0.86","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","38","113.35","113.23","0.52","-1.16","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","39","114.02","113.71","0.52","-0.96","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","40","115.63","115.63","0.51","-1.27","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","41","116.02","116.13","0.52","-1.39","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","42","115.66","115.66","0.50","-1.26","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","43","114.12","114.10","0.47","-1.20","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","44","111.79","111.68","0.42","-1.07","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","45","104.72","104.09","0.38","-0.51","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","46","102.71","102.43","0.40","-0.88","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","47","97.22","96.75","0.41","-0.70","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","08 Dec 2018","48","102.60","102.42","0.32","-0.89","0.00","0.21","0.3016","0.0035","0.2429"
"WEP","09 Dec 2018","1","95.00","94.73","0.31","-0.80","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","2","94.95","94.71","0.18","-0.70","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","3","91.29","90.88","0.17","-0.52","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","4","89.96","89.52","0.17","-0.50","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","5","89.07","88.48","0.18","-0.36","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","6","88.63","88.49","0.17","-0.80","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","7","87.20","87.04","0.04","-0.64","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","8","82.99","82.76","0.10","-0.64","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","9","83.79","83.58","0.22","-0.78","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","10","86.61","86.19","0.22","-0.56","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","11","84.35","83.78","0.36","-0.56","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","12","85.17","84.49","0.45","-0.53","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","13","86.23","85.60","0.60","-0.74","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","14","84.59","84.34","0.52","-1.03","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","15","84.71","84.02","0.91","-0.99","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","16","89.58","89.67","0.84","-1.70","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","17","91.01","90.80","0.83","-1.39","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","18","92.69","92.86","0.75","-1.69","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","19","97.53","97.51","0.60","-1.34","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","20","102.43","102.33","0.48","-1.14","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","21","103.05","103.56","0.43","-1.71","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","22","97.31","97.49","0.32","-1.27","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","23","98.32","98.52","0.30","-1.26","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","24","97.10","97.48","0.25","-1.40","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","25","97.53","97.48","0.30","-1.02","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","26","97.39","97.49","0.25","-1.12","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","27","97.53","97.48","0.24","-0.96","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","28","98.02","98.51","0.25","-1.51","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","29","96.99","97.49","0.25","-1.52","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","30","97.30","97.50","0.25","-1.21","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","31","98.62","98.51","0.29","-0.94","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","32","97.47","97.49","0.29","-1.07","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","33","97.50","97.50","0.46","-1.23","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","34","97.72","97.50","0.34","-0.89","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","35","96.58","97.37","0.42","-1.98","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","36","95.92","95.92","0.48","-1.24","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","37","98.07","98.53","0.48","-1.71","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","38","105.05","105.17","0.58","-1.46","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","39","112.02","111.66","0.69","-1.09","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","40","111.77","111.76","0.66","-1.42","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","41","112.61","112.77","0.66","-1.58","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","42","113.72","112.78","0.65","-0.48","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","43","112.47","111.76","0.63","-0.69","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","44","105.49","105.17","0.50","-0.94","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","45","97.63","97.73","0.43","-1.30","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","46","92.15","91.53","0.40","-0.54","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","47","97.06","96.65","0.41","-0.77","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","09 Dec 2018","48","91.56","91.18","0.27","-0.65","0.00","0.21","0.3016","0.0036","0.2505"
"WEP","10 Dec 2018","1","101.57","101.32","0.25","-0.74","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","2","98.46","98.15","0.04","-0.47","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","3","89.92","89.62","0.17","-0.61","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","4","88.89","88.73","0.17","-0.75","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","5","86.90","86.79","0.18","-0.81","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","6","85.70","85.42","0.18","-0.65","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","7","85.66","85.42","0.04","-0.54","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","8","84.96","84.65","0.04","-0.48","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","9","82.86","82.51","0.04","-0.44","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","10","82.60","82.64","0.03","-0.81","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","11","85.82","85.80","0.18","-0.90","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","12","89.97","89.64","0.26","-0.67","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","13","94.82","94.19","0.44","-0.55","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","14","98.31","97.73","0.37","-0.54","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","15","93.13","92.50","0.49","-0.61","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","16","98.01","97.95","0.48","-1.16","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","17","105.36","105.66","0.42","-1.46","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","18","108.61","108.66","0.45","-1.24","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","19","113.06","112.95","0.50","-1.13","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","20","115.14","115.32","0.48","-1.40","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","21","118.93","119.03","0.41","-1.25","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","22","119.24","119.08","0.52","-1.10","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","23","119.69","119.11","0.36","-0.52","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","24","115.12","114.75","0.31","-0.68","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","25","111.98","111.56","0.38","-0.70","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","26","113.45","112.90","0.34","-0.53","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","27","115.13","114.73","0.33","-0.67","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","28","117.02","116.65","0.42","-0.79","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","29","119.98","119.03","0.42","-0.21","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","30","117.82","116.66","0.42","0.00","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","31","114.95","114.01","0.42","-0.22","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","32","113.37","112.99","0.40","-0.76","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","33","112.09","111.55","0.35","-0.56","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","34","111.28","111.54","0.41","-1.41","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","35","110.03","110.16","0.39","-1.27","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","36","107.20","107.42","0.36","-1.32","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","37","104.00","103.66","0.43","-0.83","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","38","105.00","104.56","0.34","-0.64","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","39","104.98","104.60","0.34","-0.70","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","40","104.01","103.65","0.27","-0.66","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","41","103.02","102.63","0.27","-0.62","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","42","102.90","102.63","0.25","-0.72","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","43","96.27","96.02","0.22","-0.71","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","44","92.11","92.12","0.10","-0.86","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","45","90.38","90.13","0.07","-0.56","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","46","90.56","90.19","0.07","-0.44","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","47","90.70","90.06","0.07","-0.17","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","10 Dec 2018","48","90.02","89.39","0.04","-0.15","0.00","0.21","0.3016","0.0033","0.2274"
"WEP","11 Dec 2018","1","90.62","89.76","0.03","0.09","0.00","0.21","0.3016","0.0033","0.2286"
"WEP","11 Dec 2018","2","89.16","88.07","0.18","0.17","0.00","0.21","0.3016","0.0033","0.2286"
"WEP","11 Dec 2018","3","87.73","86.57","0.17","0.24","0.00","0.21","0.3016","0.0033","0.2286"
