"INFORMATION TYPE","DATE","PERIOD","WEP ($/MWh)","USEP ($/MWh)","AFP ($/MWh)","HEUC ($/MWh)","MEUC ($/MWh)","EMC Price Cap Fees ($/MWh)","EMC Price Adj Fees ($/MWh)","PSO Fees ($/MWh)"
"WEP","06 Jul 2015","20","1003.87","1010.73","1.43","-9.07","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","21","1185.88","1230.88","1.12","-46.90","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","22","1190.85","1231.51","1.05","-42.49","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","23","1186.60","1231.40","0.90","-46.48","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","24","1091.68","1112.86","0.89","-22.85","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","25","1020.46","1045.94","1.36","-27.62","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","26","1027.39","1045.32","1.28","-19.98","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","27","1146.99","1156.62","1.25","-11.66","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","28","1046.54","1053.99","1.09","-9.32","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","29","975.35","982.82","1.11","-9.36","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","30","896.57","903.39","1.57","-9.17","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","31","899.30","902.85","1.49","-5.82","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","32","902.66","903.40","1.45","-2.97","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","33","899.59","902.30","1.73","-5.22","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","34","692.88","695.35","1.30","-4.55","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","35","511.56","512.73","0.48","-2.43","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","36","191.77","192.20","0.09","-1.30","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","37","96.03","95.74","0.28","-0.77","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","38","113.31","113.13","0.23","-0.83","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","39","144.15","143.88","0.41","-0.92","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","40","161.02","160.78","0.36","-0.90","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","41","139.47","138.25","0.16","0.28","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","42","294.03","293.00","0.06","0.19","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","43","282.67","282.89","0.06","-1.06","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","44","272.28","272.83","0.49","-1.82","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","45","217.10","215.38","0.60","0.34","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","46","96.27","95.93","0.36","-0.80","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","47","87.19","86.58","0.07","-0.24","0.29","0.2615","0.0000","0.2274"
"WEP","06 Jul 2015","48","80.31","79.57","0.02","-0.06","0.29","0.2615","0.0000","0.2274"
"WEP","07 Jul 2015","1","142.38","140.71","0.09","0.80","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","2","106.19","105.13","0.44","-0.16","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","3","91.85","91.13","0.08","-0.14","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","4","82.22","81.69","0.20","-0.45","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","5","83.41","81.68","1.35","-0.40","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","6","77.28","76.23","0.75","-0.47","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","7","76.01","75.64","0.07","-0.48","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","8","75.62","75.04","0.07","-0.27","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","9","75.31","75.04","0.06","-0.56","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","10","75.34","75.13","0.06","-0.63","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","11","76.30","76.16","0.06","-0.70","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","12","88.05","87.95","0.07","-0.75","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","13","94.29","94.02","0.02","-0.52","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","14","139.90","140.35","0.04","-1.27","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","15","88.25","88.00","0.33","-0.86","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","16","97.81","97.40","0.28","-0.64","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","17","116.99","117.09","0.37","-1.24","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","18","151.93","152.89","0.10","-1.84","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","19","240.45","241.54","0.41","-2.28","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","20","473.05","476.93","1.24","-5.90","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","21","896.33","904.02","1.32","-9.79","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","22","1048.99","1054.56","1.29","-7.64","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","23","1048.42","1054.13","1.41","-7.90","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","24","897.36","902.82","1.25","-7.48","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","25","896.47","902.27","1.34","-7.92","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","26","896.92","902.82","1.24","-7.91","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","27","1010.17","1017.23","1.24","-9.08","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","28","1044.37","1053.96","1.32","-11.69","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","29","1044.40","1054.04","1.34","-11.76","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","30","1041.48","1053.89","1.39","-14.58","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","31","1007.11","1017.30","1.36","-12.32","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","32","1007.74","1017.24","1.40","-11.68","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","33","1043.17","1053.78","1.38","-12.77","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","34","894.31","903.35","1.34","-11.16","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","35","688.45","692.30","1.28","-5.90","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","36","221.23","222.47","0.34","-2.36","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","37","102.97","102.91","0.30","-1.02","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","38","105.11","104.92","0.32","-0.90","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","39","148.62","148.70","0.37","-1.23","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","40","135.82","135.61","0.09","-0.66","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","41","125.15","124.42","0.55","-0.59","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","42","261.26","262.77","0.33","-2.61","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","43","302.60","305.15","0.68","-4.01","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","44","283.89","286.57","0.90","-4.36","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","45","137.90","138.23","0.44","-1.54","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","46","96.92","96.70","0.45","-1.00","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","47","91.09","91.19","0.12","-0.99","0.29","0.2615","0.0000","0.2255"
"WEP","07 Jul 2015","48","86.55","86.47","0.37","-1.07","0.29","0.2615","0.0000","0.2255"
"WEP","08 Jul 2015","1","126.00","124.68","0.46","0.08","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","2","104.53","104.57","0.05","-0.87","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","3","99.73","99.07","0.03","-0.15","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","4","93.13","92.53","0.02","-0.20","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","5","91.53","91.77","0.00","-1.02","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","6","89.10","89.00","0.01","-0.68","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","7","87.90","87.61","0.01","-0.50","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","8","86.95","86.71","0.07","-0.60","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","9","87.08","86.71","0.02","-0.43","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","10","88.68","87.91","0.01","-0.02","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","11","89.11","88.99","0.02","-0.68","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","12","97.31","96.81","0.00","-0.28","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","13","101.77","101.55","0.00","-0.55","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","14","114.31","114.61","0.01","-1.08","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","15","78.30","78.30","0.04","-0.82","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","16","92.16","92.11","0.09","-0.81","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","17","102.72","102.63","0.47","-1.16","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","18","123.27","122.76","0.89","-1.16","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","19","189.98","189.28","1.35","-1.42","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","20","402.05","403.29","1.02","-3.04","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","21","901.31","903.22","1.22","-3.91","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","22","899.61","903.16","1.12","-5.44","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","23","690.61","693.23","1.19","-4.59","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","24","461.78","464.68","0.80","-4.48","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","25","355.25","357.13","0.86","-3.52","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","26","385.67","387.31","0.78","-3.19","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","27","548.55","551.82","1.15","-5.19","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","28","669.38","674.41","1.63","-7.44","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","29","713.48","720.50","1.78","-9.57","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","30","708.35","714.70","1.72","-8.85","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","31","710.66","714.75","1.69","-6.56","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","32","717.03","720.58","1.85","-6.17","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","33","670.60","674.39","1.72","-6.29","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","34","574.55","577.05","1.44","-4.72","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","35","361.70","363.13","0.62","-2.82","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","36","197.80","198.78","0.52","-2.27","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","37","149.58","148.90","0.62","-0.72","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","38","203.04","202.26","0.82","-0.82","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","39","197.58","196.20","0.86","-0.26","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","40","192.82","192.22","0.57","-0.75","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","41","148.79","148.43","0.56","-0.98","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","42","262.43","262.83","0.66","-1.84","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","43","251.56","252.73","0.69","-2.64","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","44","241.73","242.57","1.10","-2.72","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","45","212.41","212.24","1.02","-1.62","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","46","142.42","141.80","0.70","-0.86","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","47","99.17","98.58","0.12","-0.30","0.29","0.2615","0.0000","0.2258"
"WEP","08 Jul 2015","48","82.75","81.62","0.25","0.11","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","1","109.62","106.39","0.92","1.53","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","2","92.97","91.85","0.05","0.30","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","3","84.22","83.02","0.09","0.34","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","4","81.53","80.29","0.13","0.33","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","5","79.54","78.26","0.13","0.37","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","6","80.32","78.25","0.57","0.72","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","7","77.46","76.20","0.07","0.41","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","8","77.06","75.62","0.07","0.59","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","9","77.08","75.48","0.07","0.76","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","10","77.17","75.61","0.02","0.77","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","11","77.43","76.20","0.02","0.43","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","12","82.30","80.67","0.07","0.79","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","13","88.07","86.58","0.31","0.40","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","14","91.90","91.10","0.02","0.01","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","15","81.31","81.15","0.31","-0.92","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","16","92.06","91.15","0.28","-0.15","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","17","91.47","91.24","0.20","-0.75","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","18","98.22","97.73","0.41","-0.69","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","19","147.70","147.61","0.44","-1.12","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","20","246.50","246.29","0.92","-1.49","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","21","355.98","357.15","0.85","-2.80","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","22","507.67","510.00","0.63","-3.74","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","23","456.74","460.15","0.63","-4.82","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","24","284.56","286.72","0.62","-3.56","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","25","248.99","250.12","0.78","-2.69","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","26","246.91","248.94","0.48","-3.29","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","27","353.46","357.16","0.61","-5.09","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","28","516.43","521.50","0.65","-6.50","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","29","523.96","529.42","0.81","-7.05","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","30","522.27","528.80","0.84","-8.15","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","31","524.27","530.43","0.85","-7.78","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","32","602.59","611.10","0.87","-10.16","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","33","524.42","530.29","0.86","-7.51","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","34","524.70","531.03","0.83","-7.94","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","35","290.04","292.23","0.62","-3.59","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","36","190.28","192.20","0.34","-3.04","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","37","141.37","141.96","0.34","-1.71","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","38","161.50","162.03","0.36","-1.66","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","39","201.07","202.29","0.37","-2.37","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","40","196.26","197.71","0.36","-2.58","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","41","181.07","182.57","0.29","-2.57","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","42","249.28","252.74","0.29","-4.52","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","43","241.25","244.32","0.17","-4.02","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","44","239.58","242.36","0.11","-3.67","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","45","240.49","242.55","0.19","-3.03","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","46","198.50","199.87","0.14","-2.29","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","47","172.16","172.07","0.12","-0.81","0.29","0.2615","0.0000","0.2258"
"WEP","09 Jul 2015","48","98.81","98.63","0.20","-0.80","0.29","0.2615","0.0000","0.2258"
"WEP","10 Jul 2015","1","146.16","143.35","0.84","1.19","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","2","108.13","107.29","0.39","-0.32","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","3","102.01","101.58","0.08","-0.43","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","4","96.90","95.84","0.08","0.20","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","5","92.55","91.81","0.02","-0.06","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","6","85.93","85.32","0.04","-0.21","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","7","85.97","85.31","0.04","-0.16","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","8","83.97","83.69","0.04","-0.54","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","9","84.98","84.66","0.06","-0.51","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","10","84.94","84.66","0.06","-0.56","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","11","85.67","85.32","0.01","-0.44","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","12","95.68","94.65","0.00","0.25","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","13","113.87","112.88","0.01","0.20","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","14","124.80","123.79","0.02","0.22","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","15","83.84","83.32","0.13","-0.39","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","16","94.81","94.10","0.26","-0.33","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","17","102.62","102.61","0.28","-1.05","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","18","102.99","102.64","0.51","-0.94","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","19","135.90","135.59","0.53","-1.00","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","20","252.22","252.69","0.52","-1.76","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","21","517.69","520.18","0.65","-3.91","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","22","582.05","586.02","0.80","-5.54","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","23","562.24","565.29","0.80","-4.63","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","24","387.22","388.91","0.63","-3.09","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","25","245.94","246.74","0.49","-2.06","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","26","245.09","246.72","0.45","-2.86","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","27","381.38","384.23","0.53","-4.16","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","28","516.69","520.23","0.66","-4.98","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","29","520.83","523.81","0.75","-4.51","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","30","517.46","519.87","0.70","-3.89","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","31","516.79","519.85","0.68","-4.52","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","32","517.91","519.80","0.70","-3.36","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","33","387.65","388.96","0.70","-2.79","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","34","246.13","246.82","0.49","-1.96","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","35","146.10","146.01","0.47","-1.15","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","36","113.83","113.79","0.45","-1.18","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","37","99.38","99.19","0.26","-0.85","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","38","102.55","102.62","0.32","-1.16","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","39","115.00","114.76","0.49","-1.03","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","40","114.87","114.76","0.48","-1.15","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","41","110.70","110.55","0.32","-0.95","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","42","221.43","222.43","0.27","-2.05","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","43","201.31","202.17","0.29","-1.93","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","44","171.45","172.10","0.31","-1.74","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","45","171.55","172.08","0.57","-1.87","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","46","149.14","149.60","0.14","-1.37","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","47","139.24","139.54","0.10","-1.18","0.29","0.2615","0.0000","0.2260"
"WEP","10 Jul 2015","48","86.82","86.88","0.12","-0.96","0.29","0.2615","0.0000","0.2260"
"WEP","11 Jul 2015","1","140.64","140.77","0.26","-1.18","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","2","110.44","110.70","0.09","-1.15","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","3","105.02","104.81","0.05","-0.63","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","4","94.92","94.72","0.09","-0.68","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","5","86.59","86.42","0.02","-0.64","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","6","85.42","85.35","0.02","-0.74","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","7","84.65","84.41","0.02","-0.58","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","8","84.34","84.39","0.02","-0.87","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","9","84.08","83.68","0.02","-0.42","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","10","81.98","81.65","0.02","-0.49","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","11","84.05","83.68","0.02","-0.44","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","12","84.42","84.39","0.07","-0.83","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","13","84.50","84.39","0.07","-0.76","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","14","85.05","85.31","0.01","-1.07","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","15","84.13","83.69","0.02","-0.37","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","16","99.38","98.84","0.10","-0.36","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","17","93.33","93.91","0.05","-1.42","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","18","138.88","140.20","0.24","-2.35","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","19","181.30","182.05","0.47","-2.02","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","20","190.23","190.70","0.44","-1.70","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","21","190.11","190.99","0.40","-2.08","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","22","201.18","202.24","0.25","-2.11","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","23","235.77","237.18","0.10","-2.31","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","24","189.69","191.00","0.20","-2.31","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","25","181.50","182.55","0.26","-2.10","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","26","146.03","146.77","0.19","-1.72","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","27","139.85","140.40","0.17","-1.52","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","28","139.52","140.38","0.22","-1.87","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","29","139.52","140.22","0.27","-1.76","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","30","134.89","135.63","0.44","-1.97","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","31","124.02","124.34","0.43","-1.54","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","32","105.78","105.98","0.24","-1.23","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","33","93.66","93.86","0.08","-1.08","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","34","94.60","94.87","0.05","-1.12","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","35","87.96","88.05","0.09","-0.97","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","36","87.93","88.04","0.30","-1.21","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","37","81.91","81.76","0.03","-0.67","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","38","85.79","85.83","0.03","-0.86","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","39","94.29","98.32","0.10","-4.92","0.29","0.2615","0.0000","0.2425"
"WEP","11 Jul 2015","40","161.67","179.93","0.06","-19.11","0.29","0.2615","0.0000","0.2425"
